Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
altadyn,Altadyn,Altadyn propose des solutions web 3D pour créer des sites et organiser des événements collaboratifs synchrones.,web3d,immersif,collaboration,48.720039,2.279541,2 route de la Bonde,91300,Massy,2002,http://www.3Dxplorer.com,,Altadyn,http://www.facebook.com/pages/3DXplorer/183262528362198,,http://www.linkedin.com/company/altadyn,,Entreprise
altair-engineering-france,Altair Engineering France,"Altair aide à l'innovation et la prise de décision grâce à la technologie qui optimise l'analyse, la gestion et la visualisation d'informations et de l'ingénierie d'affaires.",ocds,,,48.761197,2.2996194,"2, rue de La Renaissancecedex",92184,Antony,2009,http://www.altair.com,,,,,,,Entreprise
alter-way,Alter Way,Alter Way est un opérateur de services open source dédié au Ddigital et au système d’information qui se démarque par son ADN 100 % opensource et sa démarche résolument devops et industrielle.,opensource,,,48.84193,2.22108,1 rue Royale,92210,Saint cloud,2006,http://www.alterway.fr,,alterway,,,,,Entreprise
alternativ-vision-of-business-(avob),Alternativ Vision Of Business (AVOB),Editeur de logiciel français dans le secteur de la gestion énergétique du matériel informatique et plus globalement un acteur reconnu de l’informatique éco-responsable ou Green computing,energie,ocds,,48.8341246,2.2494999,"77, rue Marcel Dassault",92100,Boulogne-Billancourt,2009,http://www.avob.fr,,,,,,,Entreprise
altic,Altic,"Altic est un intégrateur de solutions open source qui propose des ALTernatives pour votre système d'Information et de Communication en matière de business intelligence, de gestion de données et d'outils collaboratifs.",opensource,businessintelligence,dataviz,48.872478,2.34463,25 rue Bergère,75009,Paris,2004,http://www.altic.org,,Altic_Buzz,,,http://www.linkedin.com/company/2059534,,Entreprise
altis-semiconductor,Altis Semiconductor,"Altis Semiconductor née du rapporchement d'Infineon Technologies et IMD, division microélectronique d'IBM est spécialisée dans la fabrication de composants électroniques logiques avancés.",securite,ocds,,48.5759468,2.4758997,"224 boulevard John Kennedy, Cedex",91100,Corbeil-Essonnes,1999,http://www.altissemiconductor.com,,,,,,,Entreprise
altran,Altran,"Leader mondial du conseil en innovation et ingénierie avancée, Altran accompagne les entreprises dans leurs processus de création et développement de nouveaux produits et services.",telecoms,,,48.8935677,2.2773372,"2, rue Paul Vaillant-Couturier",92300,Levallois-Perret,2009,http://www.altran.com,,,,,,,Entreprise
alvarum,Alvarum,"Alvarum donne accès aux associations à des solutions clé en main, sans coût d’entrée, pour collecter des fonds et promouvoir leur cause.",associations,fundraising,dons,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2008,http://www.alvarum.fr,,Alvarumfr,https://www.facebook.com/alvarumfr,,http://www.linkedin.com/company/1686469,,Entreprise
alven-capital,Alven Capital,"Alven Capital est un fonds de venture capital indépendant qui investit principalement dans les secteurs d'internet, des médias et de l’IT.",venturecapitalist,ICT,,48.863708,2.33481,1 place André Malraux,75001,Paris,2000,http://www.alvencapital.com,,alvencap,,,http://www.linkedin.com/company/2177951,,Investisseur
alyotech-france,Alyotech France,Alyotech France est spécialisé dans le Conseil en Technologies.,securite,ocds,,48.7630518,2.3092179,2-6 Place du Général de Gaulle,92184,Antony,2005,http://www.alyotech.fr,,,,,,,Entreprise
amarile,Amarile,"Amarile est un éditeur de logiciels spécialisé pour les ingénieurs pétroliers.\\nLe principal produit d’Amarile, Reservoir Studio, est une plateforme de préparation et de suivi des simulations dynamiques de réservoirs d’hydrocarbures.\\n",,,,48.8250438,2.3714744,"6, Villa Nieuport",75013,Paris,2006,,,,,,,,Entreprise
ambientic,Ambientic,"AMBIENTIC exploite les capacités accrues des terminaux mobiles conjuguées à l'évolution des usages de ces derniers, pour commercialiser de nouveaux services applicatifs mobiles coopératifs utilisés dans un cadre professionnel. ",,,,48.8280881,2.3486808,"16, rue Alphand",75013,Paris,2011,http://www.ambientic.com,,,,,,,Entreprise
amen,Amen,"Amen est fournisseur de noms de domaine, d'hébergement de serveurs et de plateformes eCommerce.",hebergement,ecommerce,,48.869621,2.30977,12 rond point des Champs Elysées,75008,Paris,1999,http://www.amen.fr,,amenfrance,https://www.facebook.com/amensas,,http://www.linkedin.com/company/1173425,,Entreprise
amexio,Amexio,"AMEXIO est une société de service spécialisée dans la conduite de projets de gestion des contenus, qu’il s’agisse de documents ou de données.",opensource,,,48.876242,2.3003166,"8, avenue Kléber",75008,Paris,2006,http://www.amexio.fr,,,,,,,Entreprise
ami-software,AMI Software,AMI Software est un éditeur de logiciels spécialisé dans les solutions de veille stratégique et d'intelligence économique.,logiciel,veille,businessintelligence,48.845879,2.37827,46 avenue Daumesnil,75012,Paris,,http://www.amisw.com,,ami_software,http://www.facebook.com/pages/AMI-Software/348124865173,,http://www.linkedin.com/company/139708,,Entreprise
amplisens,Amplisens,Bureau d'études spécialisé dans la conception d'interfaces et de logiciels de réalité virtuelle,,,,48.7671232,2.0545304,130 avenue Joseph Kessel,78960,Voisins-Le-Bretonneux,2009,,,,,,,,Entreprise
amplitude-technologies,Amplitude Technologies,"Amplitude Technologies, est spécialisée dans les lasers femtosecondes Saphir:Titane de très haute énergie.",,,,48.6081805,2.4280232,2 rue du Bois Chaland,91090,Lisses,2001,http://www.amplitude-technologies.com/,,,,,,,Entreprise
anabole,Anabole,"Anabole est spécialisée dans la réalisation de produits numériques, l'édition et la recherche.",multimedia,edition,recherche,48.885818,2.3232,23 rue Nollet,75017,Paris,1993,http://www.anabole.com,,,,,,,Entreprise
anakeen,Anakeen,"Experts en valorisation de l'information et haute technologie qui proposent Dynacase, une plateforme PHP pour développer et exécuter des applications web.",apps,,,48.85046,2.38612,33 rue de Montreuil,75011,Paris,1998,http://www.anakeen.com,,anakeen,,,http://www.linkedin.com/company/1200984,,Entreprise
anevia,Anevia,"Anevia propose des solutions IPTV and OTT (over-the-top) TV pour live et vidéos à la demande en streaming sur les écrans TV, ordinateurs, tablettes et mobiles. ",video,streaming,multiecrans,48.813969,2.34334,1 rue René Anjolvy,94250,Gentilly,2003,http://www.anevia.com,,aneviaiptv,,,http://www.linkedin.com/company/40174,,Entreprise
ansys,Ansys,Les solutions de simulation numérique ANSYS permettent à nos clients de prédire de façon précise et fiable la manière dont leurs produits se comporteront dans le monde réel.,ocds,,,48.786707,2.044744,"1, Place Charles de Gaulle",78190,Montigny-Le-Bretonneux,1992,http://www.fluent.fr,,,,,,,Entreprise
ant-inno,Ant Inno,Ant'inno est un éditeur de logiciel qui développe et commercialise un logiciel de gestion collaborative de documents.,opensource,,,48.8616977,2.434935,"29, rue de La Beaune",93100,Montreuil,2009,http://www.antinno.fr,,,,,,,Entreprise
antenna,Antenna,Antenna créée des parcours de visite audio et multimedia pour aider les musées et les sites culturels à enrichir l'expérience de leurs visiteurs.,tourisme,culture,,48.85968,2.34602,3 rue des Déchargeurs,75001,Paris,1984,http://www.antennaaudio.com,,AntennaIntl,https://www.facebook.com/AntennaInternational,,http://www.linkedin.com/company/antenna-international,,Prestataire
anticafé,AntiCafé,"L'AntiCafé est un espace de coworking qui propose de payer au temps et de consommer à volonté : café, thé, snacks / wifi à très haut débit et matériels mutualisés.",coworking,cafe,,48.86227,2.3511,79 rue Quincampoix,75003,Paris,2013,http://www.anticafe.fr,info@anticafe.fr,,https://www.facebook.com/anticafe.eu,,,,Tiers-lieu
antvoice,AntVoice, AntVoice édite une solution innovante et puissante de recommandation sociale permettant aux sites marchands et medias de proposer les produits et les contenus pertinents pour chacun de leurs utilisateurs.,recommandation,marketing,ecommerce,48.86993,2.34624,28 rue du Sentier,75009,Paris,2009,http://www.antvoice.com,,antvoice,https://www.facebook.com/AntvoiceGroup,,http://www.linkedin.com/company/antvoice,,Prestataire
ant’inno,Ant’Inno,Ant'Inno propose des solutions de gestion collaborative de documents.,ged,,,48.861721,2.43492,29 rue de la Beaune,93100,Montreuil,2009,http://www.antinno.fr,,,,,,,Entreprise
anybox,Anybox,"Anybox est spécialisée dans les applications pour entreprises, associations, administrations, collectivités territoriales, grâce à une expertise sur le logiciel OpenERP.",,,,48.86571999500046,2.392019997000432,14-16 rue soleillet,75020,Paris,2013,http://www.anybox.fr,contact@anybox.fr,anybox,https://www.facebook.com/pages/Anybox/169837443059207,https://plus.google.com/u/0/b/107389966280223349552/107389966280223349552/posts,,,Prestataire
apach-network,Apach Network,"Apach Network propose d'encoder, d'héberger et de diffuser en toute sécurité et dans un cadre légal, tout contenu audio/video en le rendant universellement accessible au travers des circuits de distribution traditionnelle.",richmedia,diffusion,securite,48.686092,2.194073,3 avenue du Canada,91940,Les Ulis,,http://www.apachnetwork.com,,,,,http://www.linkedin.com/company/897715,,Entreprise
apcfc,APCFC,dématérialisation des marchés publics en France,securite,,,48.8708047,2.3433796,"12, rue d'Uzes",75002,Paris,2003,http://www.achatpublic.com,,,,,,,Entreprise
apila,Apila,Apila est une application mobile communautaire et en temps réel pour trouver des places de stationnement dans la rue.,geolocalisation,mobile,stationnement,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2010,http://www.apila.fr,,ApilaTweet,https://www.facebook.com/pages/Apila/10150119667740335,,,,Entreprise
aplusb,AplusB,AplusB est une société innovante d’étude et de conseil en stratégie centrée utilisateurs qui regroupe des ergonomes et des experts en accessibilité numérique.,etude,usercentric,,48.64901,2.44693,63 boulevard de la République,91450,Soisy sur Seine,2010,http://www.aplusb.pro,,,,,http://www.linkedin.com/company/1788192,,Prestataire
apocope,Apocope,Apocope est une agence marketing spécialisée internet et mobile.,marketing,internet,mobile,48.86005,2.361,93 rue Vieille du Temple,75003,Paris,2000,http://www.apocope.com,,AgenceApocope,,,http://www.linkedin.com/company/51154,,Prestataire
appartinfo,AppartInfo,"AppartInfo est une plateforme communautaire qui fournit des avis et conseils d'habitants sur les villes, quartiers et résidences en France.",logement,avis,,48.833481,2.254,83 avenue Pierre Grenier,92100,Boulogne Billancourt,2011,http://www.appartinfo.com,,appartinfo,https://www.facebook.com/APPARTINFO,https://plus.google.com/104010508393982552130,http://www.linkedin.com/company/1828129,,Entreprise
appedge,Appedge,"Le savoir-faire d'Appedge est l’ingénierie mathématique des systèmes complexes. La société travaille et fédère de nombreux laboratoires comme le CMA (école des mines), le laboratoire Stix, le LFC de Jussieu et L’EC paris et participe au consortium SCILAB.",ocds,,,48.9002092,2.2262171,18-22 rue d'Arras,92000,Nanterre,2001,http://www.appedge.com,,,,,,,Entreprise
appgratis,AppGratis,AppGratis est une application de recommandation d'applications mobiles gratuites.,apps,recommandation,gratuit,48.882729,2.30615,48 rue Cardinet,75017,Paris,2008,http://www.appgratis.com,,AppGratis,https://www.facebook.com/appgratis,,http://www.linkedin.com/company/2656106,,Entreprise
appsfire,Appsfire,"AppsFire est une application de découverte, promotion et marketing d'applications mobiles.",apps,mobile,marketing,48.84364,2.32258,3 rue de l'Arrivée,75015,Paris,2010,http://www.appsfire.com,max@appsfire.com,appsfire,https://www.facebook.com/appsfire,https://plus.google.com/103351434327578783579/posts,http://www.linkedin.com/company/388697,,Entreprise
appsify,Appsify,Appsify est une interface web intuitive qui permet de créer simplement des applications iOS.,apps,mobile,developpement,48.868309,2.35707,48 rue Meslay,75003,Paris,2012,http://www.appsify.me,,appsifyme,https://www.facebook.com/appsifyme,,http://www.linkedin.com/company/2462066,,Entreprise
aquafadas,Aquafadas,"Aquafadas développe des solutions pour l'édition numérique sur tablettes, smartphones, et des logiciels de création de contenus en Flash et HTML5, ainsi que pour la photo et l'édition de vidéo.",edition,bandedessinnee,mobile,48.846161,2.37943,128 rue de Charenton,75012,Paris,2006,http://www.aquafadas.com,,aquafadas,https://www.facebook.com/Aquafadas,,http://www.linkedin.com/company/337911,,Entreprise
arc-informatique,Arc Informatique,ARC Informatique est un éditeur de logiciels européen de référence en Informatique Industrielle qui fournit depuis 30 ans des solutions pour la supervision et le contrôle.,ocds,,,48.826967,2.2234686,2 avenue de La Cristallerie,92310,Sevres,1982,http://www.pcvuesolutions.com,,,,,,,Entreprise
arcelor-mittal,Arcelor Mittal,ArcelorMittal est un groupe sidérurgique mondial.,ocds,,,48.9192655,2.3517133,6 rue André Campra,93261,La-Plaine-Saint-Denis,2002,http://www.arcelormittal.com,,,,,,,Entreprise
arcep,ARCEP,L'Autorité de Régulation des Communications Electroniques et des Postes est une autorité administrative indépendante dotée de pouvoirs spécifiques en matière de régulation des télécommunications.,aai,telecoms,,48.840511,2.31775,7 square Max Hymans,75015,Paris,2005,http://www.arcep.fr,,,https://www.facebook.com/pages/Arcep/108139302552232,,http://www.linkedin.com/company/20857,,Acteur public
archicol,Archicol,Archicol propose aux professionnels de l'édition des solutions logicielles simples et automatisées pour la production de contenus numériques dans le respect des normes de l'ePub.,edition,epub,ebook,48.843559,2.35122,2 rue Saint-Médard,75005,Paris,2012,http://www.archicol.fr,,,,,,,Entreprise
archiref,Archiref,Archiref est la communauté de l'image d'architecture. Architectes et photographes y partagent leurs images et projets d'architecture et permettent à tous de trouver facilement des briques de projets réutilisables pour inspirer leurs projets en cours.,,,,48.9028033400005,2.3909782870004506,35,avenue jean jaurès 93300 aubervilliers,,2013,http://www.archiref.com,slucas@archiref.com,archiref,https://www.facebook.com/archiref,https://plus.google.com/u/0/113450211206414194246/posts,http://www.linkedin.com/in/archiref,,Entreprise
